Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Twisted Metal III,PS,1998,0,989 Studios,1.48,0.2,0,0.05,1.73,,,,,,
Harry Potter and the Sorcerer's Stone,GB,2001,0,Electronic Arts,0.94,0.62,0.1,0.07,1.73,,,,,,
Hitman: Absolution,X360,2012,0,Square Enix,0.68,0.88,0.01,0.17,1.73,79,51,7.1,453,Io Interactive,M
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,PS2,2003,0,Take-Two Interactive,0.85,0.66,0,0.22,1.72,,,,,,
Dishonored,X360,2012,0,Bethesda Softworks,1.06,0.5,0.01,0.14,1.71,88,56,7.9,815,Arkane Studios,M
No Man's Sky,PS4,2016,0,Hello Games,0.63,0.76,0.03,0.27,1.7,71,94,4.5,5096,Hello Games,T
Ben 10: Protector of Earth,DS,2007,0,D3Publisher,0.68,0.82,0,0.19,1.7,,,,,,
Harry Potter and the Sorcerer's Stone,GBA,2001,0,Electronic Arts,0.87,0.66,0.08,0.08,1.69,64,8,7.1,7,Griptonite Games,E
Resident Evil 4,GC,2005,0,Capcom,0.98,0.42,0.22,0.06,1.69,96,82,9.4,767,Capcom,M
Saints Row 2,PS3,2008,0,THQ,0.88,0.54,0.02,0.25,1.68,82,50,7.9,135,Volition Inc.,M
Metroid Fusion,GBA,2002,0,Nintendo,1.18,0.27,0.17,0.06,1.68,92,44,9.1,200,Nintendo,E
Saints Row IV,X360,2013,0,Deep Silver,1.01,0.5,0.01,0.13,1.66,81,42,6.5,325,Volition Inc.,M
LEGO Batman 2: DC Super Heroes,X360,2012,0,Warner Bros. Interactive Entertainment,0.9,0.61,0,0.15,1.66,79,59,7.2,114,TT Games,E10+
Star Wars The Clone Wars: Lightsaber Duels,Wii,2008,0,LucasArts,1.21,0.3,0,0.14,1.65,56,24,6.7,18,Krome Studios,T
Heavenly Sword,PS3,2007,0,Sony Computer Entertainment,0.57,0.72,0.06,0.29,1.65,79,64,8.3,544,Ninja Theory,T
Ghosts 'n Goblins,NES,1986,0,Capcom,0.74,0.26,0.61,0.03,1.64,,,,,,
Prince of Persia: Warrior Within,PS2,2004,0,Ubisoft,0.54,0.88,0,0.22,1.64,83,51,8.5,120,Ubisoft Montreal,M
LEGO Marvel Super Heroes,PS4,2013,0,Warner Bros. Interactive Entertainment,0.59,0.76,0.01,0.26,1.62,83,22,7.7,262,TT Games,E10+
SpongeBob's Atlantis SquarePantis,DS,2007,0,THQ,1.49,0,0,0.11,1.6,64,5,tbd,,THQ,E
Dollar Dash,PS2,2005,0,Take-Two Interactive,1.3,0.23,0,0.07,1.6,,,,,,
Just Cause 2,X360,2010,0,Square Enix,0.59,0.83,0.02,0.17,1.6,81,74,8,267,Avalanche Studios,M
Silent Hill,PS,1999,0,Konami Digital Entertainment,0.71,0.48,0.3,0.1,1.6,86,17,9.2,326,KCET,M
Disney Infinity,Wii,2013,0,Disney Interactive Studios,1.05,0.41,0,0.14,1.6,,,4.2,24,Avalanche Software,E10+
Far Cry 2,X360,2008,0,Ubisoft,0.71,0.69,0.02,0.18,1.59,85,75,6.7,288,Ubisoft Montreal,M
The Legend of Zelda: Twilight Princess,GC,2006,0,Nintendo,1.15,0.36,0.04,0.04,1.59,96,16,9.2,568,Nintendo,T
Kingdom Hearts 3D: Dream Drop Distance,3DS,2012,0,Square Enix,0.88,0.26,0.34,0.1,1.58,75,54,8.2,267,Square Enix,E10+
Devil May Cry 4,PS3,2008,0,Capcom,0.58,0.45,0.34,0.2,1.57,84,63,8.2,311,Capcom,M
Dead Rising 3,XOne,2013,0,Microsoft Game Studios,1.06,0.35,0.01,0.15,1.57,78,69,6.8,908,Capcom Vancouver,M
Watch Dogs,XOne,2014,0,Ubisoft,0.9,0.53,0,0.14,1.57,78,15,5.8,712,Ubisoft Montreal,M
Hannah Montana: Music Jam,DS,2007,0,Disney Interactive Studios,1.05,0.36,0,0.15,1.56,,,,,,
Twisted Metal,PS,1995,0,Sony Computer Entertainment,1.32,0.19,0,0.05,1.56,,,,,,
Final Fight,SNES,1990,0,Capcom,0.67,0.17,0.69,0.03,1.56,,,,,,
LEGO Pirates of the Caribbean: The Video Game,Wii,2011,0,Disney Interactive Studios,0.73,0.67,0,0.15,1.55,73,14,7,13,Traveller's Tales,E10+
LEGO Harry Potter: Years 1-4,X360,2010,0,Warner Bros. Interactive Entertainment,0.95,0.46,0,0.14,1.55,79,58,8,62,Traveller's Tales,E10+
007: The World is not Enough,N64,2000,0,Electronic Arts,1.13,0.38,0.02,0.03,1.55,,,,,,
Spider-Man 2: Enter: Electro,PS,2001,0,Activision,0.57,0.87,0.02,0.09,1.55,74,15,8.7,35,Vicarious Visions,E
Mafia II,X360,2010,0,Take-Two Interactive,0.85,0.55,0,0.15,1.55,74,79,7.8,458,2K Czech,M
Dishonored,PS3,2012,0,Bethesda Softworks,0.72,0.52,0.04,0.25,1.53,89,35,7.9,781,Arkane Studios,M
Resident Evil: The Umbrella Chronicles,Wii,2007,0,Capcom,0.67,0.43,0.29,0.14,1.52,75,47,7.6,122,Cavia Inc.,M
Pac-Man World 2,PS2,2002,0,Namco Bandai Games,1.26,0.05,0,0.21,1.51,73,19,7.8,26,Namco,E
Mega Man 2,NES,1988,0,Capcom,0.93,0.15,0.42,0.01,1.51,,,,,,
The Simpsons Game,PS2,2007,0,Electronic Arts,0.35,0.03,0,1.13,1.51,68,10,8.2,27,Electronic Arts,T
The Simpsons Game,DS,2007,0,Electronic Arts,0.56,0.77,0,0.17,1.51,69,17,7.3,18,Griptonite Games,T
Star Wars: The Force Unleashed II,PS3,2010,0,LucasArts,0.8,0.49,0,0.21,1.5,63,41,6.8,121,LucasArts,T
Pac-Man World,PS,1998,0,Namco Bandai Games,1.21,0.14,0.1,0.04,1.5,,,,,,
Dead Rising 2,X360,2010,0,Capcom,0.75,0.52,0.09,0.12,1.49,79,76,6.9,216,Blue Castle Games,M
Mafia II,PS3,2010,0,Take-Two Interactive,0.5,0.69,0.04,0.26,1.49,75,61,7.7,297,2K Czech,M
Batman: Arkham Knight,XOne,2015,0,Warner Bros. Interactive Entertainment,0.88,0.47,0,0.14,1.49,85,16,6.6,694,Rocksteady Studios,M
007: Quantum of Solace,X360,2008,0,Activision,0.82,0.51,0.01,0.14,1.48,65,69,7.1,71,Treyarch,T
LEGO Star Wars III: The Clone Wars,X360,2011,0,LucasArts,0.84,0.51,0,0.13,1.48,75,43,7.8,42,Traveller's Tales,E10+
Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,2004,0,Ubisoft,0.82,0.59,0,0.07,1.48,93,74,8.6,68,Ubisoft Shanghai,T
Mario Golf,N64,1999,0,Nintendo,0.62,0.18,0.65,0.02,1.47,,,,,,
Call of Duty Black Ops: Declassified,PSV,2012,0,Activision,0.71,0.43,0.07,0.26,1.47,33,58,4.8,479,Nihilistic,M
Onimusha 3: Demon Siege,PS2,2004,0,Capcom,0.37,0.47,0.54,0.07,1.45,85,53,8.6,73,Capcom,M
Resident Evil: Outbreak,PS2,2003,0,Capcom,0.54,0.35,0.46,0.1,1.45,71,40,8.3,94,Capcom,M
Disney Infinity,X360,2013,0,Disney Interactive Studios,0.97,0.34,0,0.13,1.44,74,38,6.5,79,Avalanche Software,E10+
Star Wars: The Force Unleashed II,X360,2010,0,LucasArts,0.95,0.37,0,0.11,1.43,61,59,5.7,180,LucasArts,T
Frogger 2: Swampy's Revenge,PS,1999,0,Hasbro Interactive,0.8,0.54,0,0.09,1.43,77,4,7.9,8,Blitz Games,E
The Legend of Zelda: The Minish Cap,GBA,2004,0,Nintendo,0.89,0.22,0.22,0.1,1.42,89,56,9,203,Flagship,E
Super Metroid,SNES,1994,0,Nintendo,0.57,0.12,0.71,0.02,1.42,,,,,,
Metal Gear Rising: Revengeance,PS3,2013,0,Konami Digital Entertainment,0.45,0.37,0.44,0.16,1.42,80,61,7.9,746,PlatinumGames,M
Resident Evil (Remake),GC,2002,0,Capcom,0.63,0.38,0.35,0.05,1.42,,,,,,
LEGO Star Wars: The Video Game,GC,2005,0,Eidos Interactive,1.09,0.28,0,0.04,1.41,,,,,,
Medal of Honor: Warfighter,PS3,2012,0,Electronic Arts,0.48,0.62,0.06,0.26,1.41,55,22,6,250,Danger Close,M
Spider-Man: The Movie,XB,2002,0,Activision,1.07,0.28,0,0.05,1.4,79,29,7.5,11,Treyarch,E
LEGO Star Wars II: The Original Trilogy,PSP,2006,0,LucasArts,0.58,0.5,0,0.32,1.4,83,11,8.6,26,Traveller's Tales,E10+
Dead Space,X360,2008,0,Electronic Arts,0.89,0.39,0,0.13,1.4,89,79,8.7,768,EA Redwood Shores,M
LEGO Indiana Jones 2: The Adventure Continues,Wii,2009,0,Activision,0.9,0.38,0,0.12,1.4,72,13,6.1,14,Traveller's Tales,E10+
Tomb Raider (2013),PS4,2014,0,Square Enix,0.47,0.65,0.06,0.22,1.4,,,,,,
Teenage Mutant Ninja Turtles III: The Manhattan Project,NES,1991,0,Konami Digital Entertainment,1.05,0.17,0.15,0.02,1.39,,,,,,
Dynasty Warriors 5,PS2,2005,0,Tecmo Koei,0.24,0.18,0.91,0.06,1.39,69,29,8.8,68,Omega Force,T
Hannah Montana: Spotlight World Tour,Wii,2007,0,Disney Interactive Studios,0.87,0.38,0,0.13,1.39,,,,,,
Far Cry 2,PS3,2008,0,Ubisoft,0.43,0.69,0.01,0.26,1.38,85,49,6.4,241,Ubisoft Montreal,M
LEGO Batman 2: DC Super Heroes,Wii,2012,0,Warner Bros. Interactive Entertainment,0.9,0.37,0,0.11,1.38,,,7.1,12,TT Games,E10+
True Crime: Streets of LA,XB,2003,0,Activision,0.96,0.37,0,0.05,1.38,77,39,7.8,28,"Luxoflux, Inc.",M
Toy Story 3: The Video Game,Wii,2010,0,Disney Interactive Studios,0.63,0.62,0,0.14,1.38,,,,,,
Ryse: Son of Rome,XOne,2013,0,Microsoft Game Studios,0.83,0.43,0,0.13,1.38,60,77,6.1,1409,Crytek,M
Bakugan: Battle Brawlers,DS,2009,0,Activision,1.26,0.02,0,0.1,1.38,60,6,6.7,7,Now Production,E
LEGO Indiana Jones: The Original Adventures,PS2,2008,0,LucasArts,0.6,0.01,0,0.76,1.37,77,12,8.4,16,Traveller's Tales,E10+
Dead Rising 2,PS3,2010,0,Capcom,0.43,0.56,0.15,0.21,1.36,80,54,6.7,178,Blue Castle Games,M
Need for Speed: The Run,X360,2011,0,Electronic Arts,0.63,0.57,0,0.15,1.36,68,65,6,160,Black Box,T
WWE '13,PS3,2012,0,THQ,0.51,0.6,0,0.25,1.35,76,24,8.1,99,THQ,T
Middle-Earth: Shadow of Mordor,XOne,2014,0,Warner Bros. Interactive Entertainment,0.73,0.5,0.01,0.12,1.35,87,12,8,585,Monolith Productions,M
Samurai Warriors,PS2,2004,0,Electronic Arts,0.22,0.05,1.06,0.02,1.35,73,37,8.7,23,Omega Force,T
Devil May Cry 4,X360,2008,0,Capcom,0.79,0.34,0.08,0.13,1.34,84,61,8,248,Capcom,M
Metroid: Other M,Wii,2010,0,Nintendo,0.85,0.27,0.13,0.1,1.34,79,71,6.5,482,Team Ninja,T
Crysis 2,X360,2011,0,Electronic Arts,0.71,0.49,0.02,0.12,1.34,84,72,7.5,533,Crytek,M
Yokai Watch 3,3DS,2016,0,Level 5,0,0,1.33,0,1.33,,,,,,
Alan Wake,X360,2010,0,Microsoft Game Studios,0.66,0.5,0.05,0.13,1.33,83,100,8.1,1156,Remedy Entertainment,T
Spider-Man: The Movie,GBA,2002,0,Activision,0.92,0.35,0.01,0.05,1.33,,,,,,
Grand Theft Auto: Chinatown Wars,DS,2009,0,Take-Two Interactive,0.58,0.56,0.05,0.14,1.32,93,85,8.3,280,Rockstar Leeds,M
Assassin's Creed III: Liberation,PSV,2012,0,Ubisoft,0.53,0.48,0.06,0.24,1.32,70,71,7.2,318,Ubisoft,M
LEGO Harry Potter: Years 1-4,PS3,2010,0,Warner Bros. Interactive Entertainment,0.55,0.55,0,0.21,1.31,79,42,8,52,Traveller's Tales,E10+
[Prototype],X360,2009,0,Activision,0.84,0.35,0,0.12,1.31,78,83,7.8,356,Radical Entertainment,M
Skylanders Giants,X360,2012,0,Activision,0.75,0.44,0,0.11,1.3,80,35,6.6,38,Toys for Bob,E10+
Assassin's Creed Syndicate,XOne,2015,0,Ubisoft,0.62,0.56,0,0.11,1.3,78,22,6.1,402,Ubisoft Quebec,M
LEGO Batman: The Videogame,PS3,2008,0,Warner Bros. Interactive Entertainment,0.72,0.39,0,0.19,1.29,75,24,7.7,33,Traveller's Tales,E10+
Resident Evil Zero,GC,2002,0,Capcom,0.54,0.27,0.45,0.04,1.29,,,,,,
Crysis 2,PS3,2011,0,Electronic Arts,0.46,0.56,0.06,0.21,1.29,85,54,7.2,406,Crytek,M
Dying Light,XOne,2015,0,Warner Bros. Interactive Entertainment,0.86,0.3,0.01,0.12,1.29,74,26,7.8,387,Techland,M
Assassin's Creed: Rogue,PS3,2014,0,Ubisoft,0.46,0.56,0.06,0.2,1.29,72,53,7.5,292,Ubisoft Sofia,M
LEGO Batman: The Videogame,PSP,N/A,0,Warner Bros. Interactive Entertainment,0.57,0.44,0,0.27,1.28,73,5,7.4,10,Traveller's Tales,E10+
Army Men 3D,PS,1999,0,3DO,1.1,0.14,0,0.04,1.28,,,,,,
Manhunt,PS2,2003,0,Take-Two Interactive,0.63,0.49,0,0.16,1.28,76,47,8.3,136,Rockstar North,M
Silent Hill 2,PS2,2001,0,Konami Digital Entertainment,0.62,0.49,0,0.16,1.28,89,34,8.9,557,KCET,M
The LEGO Movie Videogame,X360,2014,0,Warner Bros. Interactive Entertainment,0.69,0.47,0,0.11,1.27,69,8,7.2,26,TT Games,E10+
Kid Icarus: Uprising,3DS,2012,0,Nintendo,0.48,0.35,0.36,0.07,1.27,83,75,8.7,487,"Opus, Project Sora",E10+
LEGO Batman: The Videogame,PS2,2008,0,Warner Bros. Interactive Entertainment,0.72,0.03,0,0.52,1.27,77,8,8.9,17,Traveller's Tales,E10+
Metal Gear Solid V: Ground Zeroes,PS4,2014,0,Konami Digital Entertainment,0.45,0.47,0.17,0.18,1.27,75,70,6.2,1311,Kojima Productions,M
Jet Li: Rise to Honor,PS2,2004,0,Sony Computer Entertainment,0.62,0.48,0,0.16,1.27,,,,,,
WWE '13,X360,2012,0,THQ,0.72,0.44,0,0.11,1.27,78,46,8,110,"THQ, Yuke's",T
Tomb Raider: Underworld,PS3,2008,0,Eidos Interactive,0.45,0.55,0.05,0.22,1.26,75,42,7.2,166,Nixxes Software,T
Kung Fu Panda,DS,2008,0,Activision,0.56,0.56,0,0.14,1.25,,,,,,
Saints Row IV,PS3,2013,0,Deep Silver,0.56,0.41,0.09,0.19,1.25,76,26,6.3,278,Volition Inc.,M
Star Wars: The Force Unleashed,PS2,2008,0,LucasArts,0.49,0,0.01,0.75,1.25,68,7,7.4,33,Krome Studios,T
Combat,2600,N/A,0,Atari,1.17,0.07,0,0.01,1.25,,,,,,
Watch Dogs,X360,2014,0,Ubisoft,0.72,0.41,0.01,0.11,1.25,,,5,332,Ubisoft Montreal,M
Ratatouille,DS,2007,0,THQ,0.49,0.62,0,0.14,1.25,,,,,,
Lara Croft Tomb Raider: The Angel of Darkness,PS2,2003,0,Eidos Interactive,0.61,0.48,0,0.16,1.25,52,37,6.2,106,Core Design Ltd.,T
Tom Clancy's Splinter Cell: Pandora Tomorrow,PS2,2004,0,Ubisoft,0.52,0.56,0,0.17,1.25,87,45,8.6,34,Ubisoft Shanghai,T
Ridge Racer V,PS2,2000,0,Namco Bandai Games,0.24,0.19,0.75,0.06,1.24,78,20,7.7,6,Namco,E
LEGO Harry Potter: Years 5-7,Wii,N/A,0,Warner Bros. Interactive Entertainment,0.69,0.42,0,0.12,1.24,76,8,7.8,13,Traveller's Tales,E10+
Star Wars Episode III: Revenge of the Sith,XB,2005,0,Activision,0.82,0.38,0,0.04,1.24,61,44,8.1,54,Double Helix Games,T
[Prototype],PS3,2009,0,Activision,0.65,0.4,0,0.19,1.24,79,53,7.7,308,Radical Entertainment,M
Transformers: Autobots / Decepticons,DS,2007,0,Activision,1.12,0.02,0,0.09,1.24,,,,,,
Ninja Gaiden,XB,2004,0,Microsoft Game Studios,0.92,0.2,0.07,0.04,1.23,91,89,8.8,152,Team Ninja,M
Assassin's Creed: Bloodlines,PSP,2009,0,Ubisoft,0.43,0.47,0.05,0.28,1.23,63,38,7.2,69,Griptonite Games,M
LEGO The Lord of the Rings,X360,2012,0,Warner Bros. Interactive Entertainment,0.64,0.49,0,0.11,1.23,80,49,8.5,73,TT Games,E10+
Hyrule Warriors,WiiU,2014,0,Nintendo,0.58,0.42,0.13,0.1,1.23,76,81,8.3,662,Omega Force,T
Ben 10: Protector of Earth,Wii,2007,0,D3Publisher,0.54,0.55,0,0.13,1.23,63,6,7.7,9,High Voltage Software,E10+
Star Wars Episode 1: Jedi Power Battles,PS,1999,0,LucasArts,0.66,0.48,0.01,0.06,1.21,,,,,,
Dino Crisis 2,PS,2000,0,Virgin Interactive,0.34,0.49,0.28,0.1,1.21,86,13,9,91,Capcom,M
Bayonetta,PS3,2009,0,Sega,0.44,0.39,0.21,0.16,1.21,87,54,7.7,355,Nex Entertainment,M
The Lord of the Rings: The Fellowship of the Ring,PS2,2002,0,Black Label Games,0.59,0.46,0,0.15,1.2,59,19,5.1,20,Surreal Software,T
Enter the Matrix,XB,2003,0,Atari,0.72,0.43,0.01,0.04,1.2,65,33,7.1,75,Shiny Entertainment,T
LEGO Batman 2: DC Super Heroes,PS3,2012,0,Warner Bros. Interactive Entertainment,0.5,0.5,0,0.19,1.19,81,28,7.5,81,Traveller's Tales,E10+
Scarface: The World is Yours,PS2,2006,0,Vivendi Games,0.99,0.04,0,0.16,1.19,75,46,8.6,113,Radical Entertainment,M
Hitman 2: Silent Assassin,XB,N/A,0,Eidos Interactive,0.76,0.38,0,0.05,1.19,84,23,8,19,Io Interactive,M
Spider-Man: The Movie,GC,2002,0,Activision,0.86,0.27,0.01,0.04,1.19,76,14,7.3,11,Treyarch,E
Metal Gear Solid: Portable Ops,PSP,2006,0,Konami Digital Entertainment,0.38,0.35,0.38,0.08,1.18,87,54,8.2,147,Kojima Productions,M
LEGO Indiana Jones 2: The Adventure Continues,DS,2009,0,Activision,0.65,0.42,0,0.11,1.18,59,4,tbd,,TT Fusion,E
One Piece: Pirate Warriors,PS3,2012,0,Namco Bandai Games,0.01,0.23,0.86,0.08,1.18,64,33,6.5,55,"Omega Force, Tecmo Koei Games",T
Resident Evil: Operation Raccoon City,PS3,2012,0,Capcom,0.48,0.24,0.36,0.1,1.17,52,36,4.9,222,Slant Six,M
LEGO Indiana Jones: The Original Adventures,PSP,2008,0,LucasArts,0.4,0.48,0,0.29,1.17,76,8,7.6,11,Traveller's Tales,E10+
Mad Max (2015),PS4,2015,0,Warner Bros. Interactive Entertainment,0.36,0.59,0.04,0.18,1.17,,,,,,
Mission: Impossible,N64,1997,0,Ocean,0.74,0.38,0.02,0.03,1.17,,,,,,
Grand Theft Auto V,PC,2015,0,Take-Two Interactive,0.39,0.69,0,0.09,1.17,96,57,7.9,3756,Rockstar North,M
LEGO Star Wars III: The Clone Wars,PS3,2011,0,LucasArts,0.52,0.46,0,0.19,1.16,76,36,7.3,34,Traveller's Tales,E10+
LEGO Star Wars: The Video Game,XB,2005,0,Eidos Interactive,0.83,0.28,0,0.05,1.16,,,,,,
Gauntlet: Dark Legacy,PS2,2001,0,Midway Games,0.56,0.44,0,0.15,1.15,73,15,8.3,30,Midway,T
Medal of Honor: Warfighter,X360,2012,0,Electronic Arts,0.59,0.45,0.01,0.1,1.15,53,43,5.4,437,Danger Close,M
Doraemon,NES,1986,0,Hudson Soft,0,0,1.15,0,1.15,,,,,,
Action Bass,PS,2000,0,Take-Two Interactive,0.64,0.43,0,0.07,1.14,51,8,tbd,,Vingt-et-un Systems,E
Tenchu: Wrath of Heaven,PS2,2003,0,Activision,0.44,0.34,0.25,0.11,1.14,79,33,8.4,38,K2 LLC,M
Shadow of the Colossus,PS2,2005,0,Sony Computer Entertainment,0.78,0.03,0.2,0.13,1.14,91,77,9.1,933,SCE Japan Studio,T
Ninja Gaiden Sigma,PS3,2007,0,Eidos Interactive,0.57,0.32,0.09,0.16,1.14,88,46,7.5,155,Team Ninja,M
Pokemon Rumble Blast,3DS,2011,0,Nintendo,0.47,0.26,0.35,0.07,1.14,56,36,7.1,50,Ambrella,E10+
007: Quantum of Solace,PS3,2008,0,Activision,0.43,0.51,0.02,0.19,1.14,65,42,6.6,47,Treyarch,T
Resident Evil - Code: Veronica,DC,2000,0,Eidos Interactive,0.41,0.23,0.47,0.03,1.14,,,,,,
Commando,NES,1986,0,Capcom,0.71,0.16,0.25,0.03,1.14,,,,,,
The Lord of the Rings: The Return of the King,XB,2003,0,Electronic Arts,0.71,0.38,0,0.05,1.14,84,31,9.1,31,EA Games,T
LEGO Star Wars: The Video Game,GBA,2005,0,Eidos Interactive,0.82,0.3,0,0.02,1.14,,,,,,
Red Dead Redemption: Undead Nightmare,PS3,2010,0,Take-Two Interactive,0.45,0.45,0.06,0.18,1.14,,,7.4,17,Rockstar San Diego,M
Watch Dogs 2,PS4,2016,0,Ubisoft,0.37,0.58,0,0.18,1.13,83,88,7.8,621,Ubisoft Montreal,M
LEGO Star Wars III: The Clone Wars,3DS,2011,0,LucasArts,0.61,0.43,0,0.09,1.13,67,25,6.1,31,Traveller's Tales,E10+
The Legend of Zelda: Tri Force Heroes,3DS,2015,0,Nintendo,0.53,0.33,0.17,0.08,1.12,73,73,7.6,179,Nintendo,E
Yakuza 3,PS3,2009,0,Sega,0.21,0.2,0.62,0.08,1.12,79,77,8.1,165,Ryu ga Gotoku Studios,M
Spider-Man 2,XB,2004,0,Activision,0.82,0.26,0,0.04,1.12,83,60,8.3,40,Treyarch,T
Dragon Age II,X360,2011,0,Electronic Arts,0.72,0.29,0.01,0.09,1.11,79,75,4.5,2380,BioWare,M
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PS2,2007,0,Activision,0.63,0.37,0,0.11,1.11,,,,,,
Tom Clancy's Splinter Cell: Chaos Theory,XB,2005,0,Ubisoft,0.68,0.38,0,0.05,1.11,94,70,9,160,Ubisoft Montreal,M
Castlevania: Lords of Shadow,PS3,2010,0,Konami Digital Entertainment,0.5,0.35,0.1,0.15,1.1,85,62,8,468,Mercury Steam,M
The Godfather,PS2,2006,0,Electronic Arts,0.89,0.03,0.01,0.15,1.09,75,56,8.3,99,Electronic Arts,M
LEGO Star Wars III: The Clone Wars,DS,2011,0,LucasArts,0.61,0.38,0,0.1,1.09,66,8,tbd,,Traveller's Tales,E
NCAA Football 13,X360,2012,0,Electronic Arts,1.02,0,0,0.07,1.09,76,20,5.5,65,EA Tiburon,E
Dante's Inferno,PS3,2010,0,Electronic Arts,0.64,0.28,0.04,0.13,1.08,75,69,7.5,265,Visceral Games,M
Toy Story 3: The Video Game,PS3,2010,0,Disney Interactive Studios,0.51,0.4,0,0.16,1.08,,,,,,
Disney Infinity 2.0: Marvel Super Heroes,X360,2014,0,Disney Interactive Studios,0.64,0.34,0,0.1,1.08,,,,,,
Star Wars: The Force Unleashed,PSP,2008,0,LucasArts,0.43,0.4,0,0.24,1.08,70,10,8.1,49,Krome Studios,T
The Simpsons Game,PSP,2007,0,Electronic Arts,0.24,0.54,0,0.3,1.07,59,7,6.7,15,"Electronic Arts, Rebellion",T
LEGO Star Wars II: The Original Trilogy,DS,2006,0,LucasArts,0.96,0.03,0,0.08,1.07,47,9,5,38,Amaze Entertainment,E
Prince of Persia,PS3,2008,0,Ubisoft,0.47,0.4,0.03,0.17,1.07,85,59,7.3,245,Ubisoft Montreal,T
Tomb Raider: Underworld,X360,2008,0,Eidos Interactive,0.53,0.42,0.01,0.11,1.07,76,57,6.6,198,Crystal Dynamics,T
Red Dead Redemption: Undead Nightmare,X360,2010,0,Take-Two Interactive,0.57,0.38,0.02,0.1,1.07,,,7.6,18,Rockstar San Diego,M
Grand Theft Auto: Chinatown Wars,PSP,2009,0,Take-Two Interactive,0.28,0.49,0.03,0.27,1.06,90,77,7.3,146,Rockstar Leeds,M
Bully: Scholarship Edition,X360,2008,0,Take-Two Interactive,0.53,0.4,0.03,0.11,1.06,80,56,8.3,154,"Mad Doc Software, Rockstar Vancouver",T
Hulk,PS2,2003,0,Universal Interactive,0.52,0.41,0,0.14,1.06,71,28,8.3,22,Radical Entertainment,T
Skylanders Giants,PS3,2012,0,Activision,0.36,0.49,0,0.2,1.06,77,21,6.3,18,Toys for Bob,E10+
Spider-Man 2,GBA,2004,0,Activision,0.76,0.28,0,0.02,1.06,65,12,7.7,6,Digital Eclipse,E
Darksiders,X360,2010,0,THQ,0.67,0.28,0.01,0.1,1.06,83,81,7.9,292,Vigil Games,M
LEGO Marvel Super Heroes,XOne,2013,0,Warner Bros. Interactive Entertainment,0.61,0.35,0,0.09,1.06,,,6.8,73,TT Games,E10+
Resident Evil: The Darkside Chronicles,Wii,2009,0,Capcom,0.46,0.31,0.2,0.09,1.05,75,55,8,60,Cavia Inc.,M
LEGO The Lord of the Rings,PS3,2012,0,Warner Bros. Interactive Entertainment,0.37,0.49,0,0.19,1.05,82,16,8.3,85,TT Games,E10+
Legacy of Kain: Soul Reaver,PS,N/A,0,Eidos Interactive,0.58,0.4,0,0.07,1.04,91,17,9,132,Crystal Dynamics,T
Sleeping Dogs,PS3,2012,0,Square Enix,0.31,0.49,0.05,0.19,1.04,83,40,7.7,645,United Front Games,M
Mega Man X4,PS,1996,0,Virgin Interactive,0.45,0.3,0.22,0.07,1.04,,,,,,
The Simpsons Game,X360,2007,0,Electronic Arts,0.54,0.39,0,0.11,1.03,71,52,7.7,71,"Electronic Arts, EA Redwood Shores",T
UFC Undisputed 3,PS3,2012,0,THQ,0.55,0.32,0.03,0.13,1.03,86,30,7.4,92,Yuke's,T
LEGO Pirates of the Caribbean: The Video Game,X360,2011,0,Disney Interactive Studios,0.54,0.39,0,0.09,1.03,73,54,7,31,Traveller's Tales,E10+
Guinness World Records: The Videogame,Wii,2008,0,Warner Bros. Interactive Entertainment,0.46,0.47,0,0.11,1.03,67,12,7,8,TT Fusion,E10+
The Legend of Zelda: Twilight Princess HD,WiiU,2016,0,Nintendo,0.56,0.3,0.08,0.09,1.03,86,74,8.4,329,"Tantalus Interactive, Tantatus, Nintendo",T
LEGO Indiana Jones: The Original Adventures,PS3,2008,0,Activision,0.44,0.42,0,0.17,1.03,77,36,7.7,30,Traveller's Tales,E10+
Tomb Raider,PC,1996,0,Eidos Interactive,0.96,0.07,0,0,1.03,86,18,8.5,3552,"Crystal Dynamics, Nixxes Software",M
Final Fight 2,SNES,1993,0,Capcom,0.39,0.12,0.49,0.02,1.02,,,,,,
The Lost World: Jurassic Park,PS,1997,0,Electronic Arts,0.57,0.39,0,0.07,1.02,,,,,,
Disney Universe,Wii,2011,0,Disney Interactive Studios,0.64,0.28,0,0.1,1.02,61,11,6,5,Eurocom Entertainment Software,E10+
LEGO Indiana Jones 2: The Adventure Continues,X360,2009,0,Activision,0.62,0.31,0,0.09,1.02,71,41,7.4,25,Traveller's Tales,E10+
Harry Potter and the Prisoner of Azkaban,PS2,2004,0,Electronic Arts,0.5,0.39,0,0.13,1.02,70,29,8.7,29,EA Games,E
The Simpsons Game,Wii,2007,0,Electronic Arts,0.45,0.46,0,0.11,1.01,64,19,6.1,38,"Electronic Arts, Rebellion",T
Ninja Gaiden II,X360,2008,0,Tecmo Koei,0.65,0.22,0.05,0.1,1.01,81,74,8,302,"Team Ninja, Tecmo",M
